day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2020-05-30,2020-05-30T00:00:00Z,1.0,1.0,1.0,34.034,34.034,,,,,2.085,2.085,2.085,,,0.001,0.001,0.001,,,,,797.0,440.0,,,,4.154,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-05,2020-06-05T00:00:00Z,858.0,858.0,19.0,2.675,15.171,,,,,9.671,1.861,12.699,,,4.139,0.001,6.6,,,,,1392.939,1369.184,,,,3.242,,,980.291,,,,,,,1.0,866.0,237.0,0.0,0.0,858.0,0.0,858.0,0.0,0.0,858.0,854.0,0.0,0.0,858.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-06,2020-06-06T00:00:00Z,1371.0,1371.0,24.0,6.264,14.081,,,,,11.685,10.565,13.113,,,4.076,4.048,4.114,,,,,983.854,1046.703,,,,3.003,,,810.205,,,,,,,867.0,2252.0,748.0,0.0,0.0,1371.0,0.0,1371.0,0.0,0.0,1371.0,1371.0,0.0,0.0,1371.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-07,2020-06-07T00:00:00Z,1383.0,1383.0,24.0,6.228,13.959,,,,,11.775,10.556,13.084,,,4.048,4.01,4.076,,,,,985.263,1066.363,,,,2.934,,,780.762,,,,,,,2253.0,3637.0,757.0,0.0,0.0,1383.0,0.0,1383.0,0.0,0.0,1383.0,1383.0,0.0,0.0,1383.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-08,2020-06-08T00:00:00Z,690.0,690.0,12.0,12.471,15.124,,,,,12.913,10.894,14.353,,,4.001,3.962,4.036,,,,,918.092,1113.897,,,,3.103,,,835.333,,,,,,,3638.0,4331.0,659.0,0.0,0.0,690.0,0.0,690.0,0.0,0.0,690.0,690.0,0.0,0.0,690.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-09,2020-06-09T00:00:00Z,591.0,591.0,11.0,7.22,12.957,,,,,10.502,0.757,12.295,,,0.614,0.0,0.735,,,,,1417.418,1367.161,,,,7.02,,,3969.274,,,,,,,2356.0,4141.0,167.0,0.0,0.0,585.0,0.0,591.0,0.0,0.0,591.0,591.0,0.0,0.0,182.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-10,2020-06-10T00:00:00Z,1377.0,1377.0,24.0,11.055,13.897,735.0,735.0,,,11.975,11.423,13.047,,,1.488,0.735,3.977,,,,,1001.295,1060.043,,,,11.13,,,5353.75,,,,,,,631.0,4012.0,753.0,319.0,0.0,1377.0,0.0,1377.0,0.0,0.0,1377.0,1377.0,0.0,0.0,441.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-11,2020-06-11T00:00:00Z,1383.0,1383.0,24.0,11.866,13.694,2236.086,12879.0,,,12.075,11.513,12.934,,,4.031,3.959,4.142,,,,,998.469,1061.475,,,,11.18,,,4708.968,,,,,,,954.0,2341.0,765.0,1383.0,0.0,1383.0,0.0,1383.0,0.0,0.0,1383.0,1383.0,0.0,0.0,388.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
2020-06-12,2020-06-12T00:00:00Z,881.0,881.0,16.0,12.195,13.709,6610.511,12944.0,,,12.292,11.723,12.934,,,4.092,4.017,4.142,,,,,1004.377,1130.334,,,,11.091,,,6336.009,,,,,,,2342.0,3229.0,661.0,881.0,0.0,881.0,0.0,881.0,0.0,0.0,881.0,881.0,0.0,0.0,372.0,0.0,0.0,0.0,"solar_v,battery_v,load_v,lipo_v"
