ts_utc,n_samples,n_out_of_range,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2020-06-18T09:00:00Z,1.0,1.0,,,,,133.0,133.0,,,,0.744,0.744,,,,258.0,258.0,258.0,,1616.0,1618.0,,,,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T11:00:00Z,5.0,5.0,,,,,168.8,844.0,,,,12.583,15.076,,,,300.0,300.0,300.0,,29.6,31.8,,,,0.8,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T12:00:00Z,19.0,19.0,,,,,786.474,820.0,,,,12.313,12.777,,,,300.0,300.0,300.0,,1230.0,-263.895,,,,0.526,,,,,,,,,,1.0,19.0,0.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T13:00:00Z,29.0,29.0,,,,,780.897,820.0,,,,12.261,12.729,,,,300.0,300.0,300.0,,1230.0,-276.207,,,,0.517,,,,,,,,,,20.0,48.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T14:00:00Z,30.0,30.0,,,,,772.867,817.0,,,,12.233,12.677,,,,300.0,300.0,300.0,,1230.0,-282.233,,,,0.5,,,,,,,,,,49.0,78.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T15:00:00Z,30.0,30.0,,,,,770.867,812.0,,,,12.204,12.639,,,,300.0,300.0,300.0,,1230.0,-279.967,,,,0.5,,,,,,,,,,79.0,108.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T16:00:00Z,29.0,29.0,,,,,772.31,812.0,,,,12.185,12.62,,,,300.0,300.0,300.0,,1230.0,-282.552,,,,0.448,,,,,,,,,,109.0,137.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T17:00:00Z,30.0,30.0,,,,,779.233,813.0,,,,12.181,12.611,,,,300.0,300.0,300.0,,1230.0,-229.433,,,,0.3,,,,,,,,,,138.0,167.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T18:00:00Z,29.0,29.0,,,,,781.621,808.0,,,,12.176,12.606,,,,300.0,300.0,300.0,,1230.0,-195.759,,,,0.207,,,,,,,,,,168.0,196.0,0.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2020-06-19T19:00:00Z,30.0,30.0,,,,,789.867,810.0,,,,12.176,12.602,,,,300.0,300.0,300.0,,1230.0,-138.933,,,,0.067,,,,,,,,,,197.0,226.0,0.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
