day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2021-01-01,2021-01-01T00:00:00Z,701.0,701.0,24.0,,,,,7818.767,14875.0,,,,11.499,11.982,,,,7097.0,7097.0,7097.0,,5.692,81.725,,,,0.0,,,,,,,,,,9468.0,10181.0,0.0,0.0,701.0,0.0,701.0,0.0,701.0,0.0,23.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-02,2021-01-02T00:00:00Z,703.0,703.0,24.0,,,,,7972.705,14898.0,,,,11.386,11.849,,,,7097.0,7097.0,7097.0,,2.45,70.086,,,,0.0,,,,,,,,,,10182.0,10895.0,0.0,0.0,703.0,0.0,703.0,0.0,703.0,0.0,14.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-03,2021-01-03T00:00:00Z,712.0,712.0,24.0,,,,,8185.671,15062.0,,,,11.267,11.793,,,,7097.0,7097.0,7097.0,,4.178,88.06,,,,0.0,,,,,,,,,,10896.0,11610.0,0.0,0.0,712.0,0.0,712.0,0.0,712.0,0.0,15.0,682.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-04,2021-01-04T00:00:00Z,705.0,705.0,24.0,,,,,8405.669,15214.0,,,,11.078,11.731,,,,7097.0,7097.0,7097.0,,0.628,60.76,,,,0.0,,,,,,,,,,11611.0,12325.0,0.0,0.0,705.0,0.0,705.0,0.0,705.0,0.0,32.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-05,2021-01-05T00:00:00Z,701.0,701.0,24.0,,,,,9330.027,16466.0,,,,9.772,11.518,,,,7097.0,7097.0,7097.0,,-1.357,61.908,,,,0.0,,,,,,,,,,12326.0,13039.0,0.0,0.0,701.0,0.0,701.0,0.0,701.0,0.0,19.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-06,2021-01-06T00:00:00Z,712.0,712.0,24.0,,,,,12214.164,20889.0,,,,5.912,10.69,,,,7097.0,7097.0,7097.0,,-5.466,42.818,,,,0.0,,,,,,,,,,1.0,13750.0,0.0,0.0,712.0,0.0,712.0,0.0,712.0,0.0,38.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-07,2021-01-07T00:00:00Z,17.0,17.0,1.0,,,,,20805.353,21345.0,,,,5.5,6.011,,,,7097.0,7097.0,7097.0,,-87.353,-155.706,,,,0.0,,,,,,,,,,1.0,1.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-12,2021-01-12T00:00:00Z,668.0,668.0,23.0,,,,,5347.303,14161.0,,,,12.171,12.867,,,,7072.373,300.0,7097.0,,-0.077,95.509,,,,0.609,,,,,,,,,,1.0,418.0,0.0,0.0,315.0,0.0,668.0,0.0,668.0,0.0,3.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-13,2021-01-13T00:00:00Z,711.0,711.0,24.0,,,,,5276.729,13763.0,,,,12.497,12.848,,,,7097.0,7097.0,7097.0,,-1.586,95.845,,,,1.0,,,,,,,,,,419.0,1135.0,0.0,0.0,365.0,0.0,711.0,0.0,711.0,0.0,5.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
2021-01-14,2021-01-14T00:00:00Z,709.0,709.0,24.0,,,,,5072.354,13822.0,,,,12.431,12.848,,,,7097.0,7097.0,7097.0,,0.614,103.552,,,,1.0,,,,,,,,,,1137.0,1851.0,0.0,0.0,709.0,0.0,709.0,0.0,709.0,0.0,6.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,battery2_v
