day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2020-06-15,2020-06-15T00:00:00Z,621.0,621.0,22.0,,,0.715,5.323,,,,,,,,,,,4.133,4.11,4.166,,,,229.506,0.0,0.0,,,,,32.565,28.6,51.1,,,0.0,1.0,633.0,0.0,160.0,0.0,0.0,0.0,0.0,621.0,0.0,0.0,0.0,621.0,0.0,0.0,0.0,0.0,69.0,"solar2_v,lipo2_v"
2020-06-16,2020-06-16T00:00:00Z,699.0,699.0,24.0,,,0.986,4.957,,,,,,,,,,,4.095,4.08,4.111,,,,228.74,0.0,0.0,,,,,33.361,27.3,53.2,,,0.0,634.0,1339.0,0.0,282.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,58.0,"solar2_v,lipo2_v"
2020-06-17,2020-06-17T00:00:00Z,689.0,689.0,24.0,,,0.806,5.312,,,,,,,,,,,4.074,4.062,4.085,,,,219.323,0.0,0.0,,,,,24.618,20.4,35.0,,,0.0,1340.0,2045.0,0.0,239.0,0.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,689.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2020-06-18,2020-06-18T00:00:00Z,700.0,700.0,24.0,,,1.192,5.402,,,,,,,,,,,4.06,4.05,4.07,,,,217.347,0.0,0.0,,,,,24.02,23.3,24.5,,,0.0,2046.0,2751.0,0.0,314.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2020-06-19,2020-06-19T00:00:00Z,706.0,706.0,24.0,,,0.627,5.31,,,,,,,,,,,4.048,4.039,4.055,,,,218.898,0.0,0.0,,,,,24.132,23.7,24.6,,,0.0,2752.0,3458.0,0.0,297.0,0.0,0.0,0.0,0.0,706.0,0.0,0.0,0.0,706.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2020-06-20,2020-06-20T00:00:00Z,701.0,701.0,24.0,,,1.197,5.116,,,,,,,,,,,4.041,4.032,4.05,,,,223.364,0.0,0.0,,,,,27.588,23.3,33.7,,,0.0,3459.0,4165.0,0.0,296.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2020-06-21,2020-06-21T00:00:00Z,696.0,696.0,24.0,,,0.666,5.308,,,,,,,,,,,4.034,4.029,4.042,,,,229.331,0.0,0.0,,,,,32.979,29.5,49.8,,,0.0,4166.0,4871.0,0.0,278.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,30.0,"solar2_v,lipo2_v"
2020-06-22,2020-06-22T00:00:00Z,694.0,694.0,24.0,,,1.202,5.353,,,,,,,,,,,4.032,4.027,4.039,,,,225.591,0.0,0.0,,,,,36.749,30.2,52.9,,,0.0,4872.0,5577.0,0.0,275.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,165.0,"solar2_v,lipo2_v"
2020-06-23,2020-06-23T00:00:00Z,694.0,694.0,24.0,,,1.253,5.407,,,,,,,,,,,4.029,4.026,4.034,,,,224.116,0.0,0.0,,,,,37.863,31.4,55.6,,,0.0,5578.0,6283.0,0.0,300.0,0.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,694.0,0.0,0.0,0.0,0.0,156.0,"solar2_v,lipo2_v"
2020-06-24,2020-06-24T00:00:00Z,695.0,695.0,24.0,,,1.149,5.325,,,,,,,,,,,4.023,4.014,4.029,,,,226.664,0.0,0.0,,,,,35.431,28.5,52.5,,,0.0,6284.0,6989.0,0.0,318.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,116.0,"solar2_v,lipo2_v"
2020-06-25,2020-06-25T00:00:00Z,690.0,690.0,24.0,,,0.618,5.364,,,,,,,,,,,4.007,3.996,4.019,,,,229.59,0.0,0.0,,,,,32.161,29.0,46.7,,,0.0,6990.0,7694.0,0.0,290.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,11.0,"solar2_v,lipo2_v"
