day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2024-01-12,2024-01-12T00:00:00Z,489.0,489.0,17.0,,,0.0,0.0,,,,,,,,,,,4.098,2.559,4.186,,,,218.491,0.0,0.0,,,,,27.073,18.7,46.2,,,0.0,1.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,1.0,"solar2_v,lipo2_v"
2024-01-13,2024-01-13T00:00:00Z,701.0,701.0,24.0,,,0.0,0.0,,,,,,,,,,,4.103,4.095,4.113,,,,218.602,0.0,0.0,,,,,26.738,16.7,53.3,,,0.0,497.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,0.0,1.0,"solar2_v,lipo2_v"
2024-01-14,2024-01-14T00:00:00Z,656.0,656.0,24.0,,,0.356,4.272,,,,,,,,,,,4.051,4.024,4.102,,,,219.49,0.0,0.0,,,,,24.9,20.4,34.7,,,0.0,1198.0,1893.0,0.0,206.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-15,2024-01-15T00:00:00Z,701.0,701.0,24.0,,,0.276,4.624,,,,,,,,,,,3.995,3.945,4.026,,,,219.556,0.0,0.0,,,,,24.933,23.3,26.6,,,0.0,1894.0,2594.0,0.0,200.0,0.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,701.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-16,2024-01-16T00:00:00Z,677.0,677.0,24.0,,,0.932,4.674,,,,,,,,,,,3.903,3.866,3.948,,,,219.642,0.0,0.0,,,,,24.684,23.3,26.2,,,0.0,2595.0,3284.0,0.0,271.0,0.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,677.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-17,2024-01-17T00:00:00Z,627.0,627.0,24.0,,,0.887,4.787,,,,,,,,,,,3.843,3.803,3.872,,,,219.157,0.0,0.0,,,,,24.63,21.5,25.1,,,0.0,3285.0,3975.0,0.0,292.0,0.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,627.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-18,2024-01-18T00:00:00Z,688.0,688.0,24.0,,,0.989,4.634,,,,,,,,,,,3.746,3.658,3.808,,,,219.458,0.0,0.0,,,,,24.659,21.8,25.2,,,0.0,3976.0,4674.0,0.0,299.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-19,2024-01-19T00:00:00Z,695.0,695.0,24.0,,,0.886,4.603,,,,,,,,,,,3.584,3.517,3.661,,,,219.538,0.0,0.0,,,,,24.707,23.3,25.2,,,0.0,4675.0,5373.0,0.0,293.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-20,2024-01-20T00:00:00Z,514.0,514.0,19.0,,,1.216,4.641,,,,,,,,,,,3.412,3.1,3.522,,,,213.963,0.0,0.0,,,,,24.207,19.9,25.2,,,0.0,1.0,5889.0,0.0,291.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-28,2024-01-28T00:00:00Z,304.0,304.0,11.0,,,0.0,0.0,,,,,,,,,,,4.067,2.565,4.184,,,,237.613,0.0,0.0,,,,,22.232,15.5,32.6,,,0.0,1.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-29,2024-01-29T00:00:00Z,692.0,692.0,24.0,,,0.0,0.0,,,,,,,,,,,4.106,4.098,4.121,,,,238.496,0.0,0.0,,,,,22.803,15.5,37.9,,,0.0,308.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,692.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-30,2024-01-30T00:00:00Z,691.0,691.0,24.0,,,0.429,5.034,,,,,,,,,,,4.08,4.06,4.103,,,,223.333,0.0,0.0,,,,,24.094,15.5,30.1,,,0.0,1009.0,1707.0,0.0,174.0,0.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,691.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-01-31,2024-01-31T00:00:00Z,639.0,639.0,23.0,,,1.177,4.928,,,,,,,,,,,4.051,4.032,4.072,,,,219.886,0.0,0.0,,,,,24.606,22.8,30.2,,,0.0,1708.0,2401.0,0.0,269.0,0.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,639.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2024-02-01,2024-02-01T00:00:00Z,586.0,586.0,21.0,,,1.384,4.993,,,,,,,,,,,4.035,4.027,4.045,,,,220.32,0.0,0.0,,,,,25.366,20.9,43.8,,,0.0,2402.0,2992.0,0.0,296.0,0.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
