day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2023-01-01,2023-01-01T00:00:00Z,671.0,671.0,24.0,,,,,,,,,,,,,,,3.915,3.897,3.93,,,,232.659,0.0,0.0,,,,,25.922,25.1,30.6,,,0.0,9479.0,10166.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,671.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-01-02,2023-01-02T00:00:00Z,258.0,258.0,10.0,,,,,,,,,,,,,,,3.894,3.889,3.9,,,,232.188,0.0,0.0,,,,,25.82,25.2,26.8,,,0.0,10167.0,10428.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,258.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-01-30,2023-01-30T00:00:00Z,264.0,264.0,10.0,,,,,,,,,,,,,,,4.044,2.588,4.187,,,,241.138,0.0,0.0,,,,,25.865,19.4,30.5,,,0.0,1.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-01-31,2023-01-31T00:00:00Z,688.0,688.0,24.0,,,,,,,,,,,,,,,4.113,4.103,4.133,,,,241.774,0.0,0.0,,,,,25.328,20.0,30.1,,,0.0,274.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-01,2023-02-01T00:00:00Z,584.0,584.0,24.0,,,,,,,,,,,,,,,4.103,4.098,4.106,,,,241.137,0.0,0.0,,,,,25.748,20.9,30.3,,,0.0,974.0,1664.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-02,2023-02-02T00:00:00Z,659.0,659.0,24.0,,,,,,,,,,,,,,,4.096,4.09,4.103,,,,245.795,0.0,0.0,,,,,24.887,19.6,29.7,,,0.0,1665.0,2361.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,659.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-03,2023-02-03T00:00:00Z,699.0,699.0,24.0,,,,,,,,,,,,,,,4.091,4.085,4.097,,,,243.546,0.0,0.0,,,,,25.028,19.7,30.1,,,0.0,2362.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,699.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-04,2023-02-04T00:00:00Z,600.0,600.0,24.0,,,,,,,,,,,,,,,4.066,4.05,4.092,,,,234.0,0.0,0.0,,,,,24.623,20.0,29.7,,,0.0,3061.0,3745.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-05,2023-02-05T00:00:00Z,695.0,695.0,24.0,,,,,,,,,,,,,,,4.045,4.036,4.054,,,,233.084,0.0,0.0,,,,,25.29,22.8,27.3,,,0.0,3746.0,4445.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-06,2023-02-06T00:00:00Z,667.0,667.0,24.0,,,,,,,,,,,,,,,4.034,4.029,4.042,,,,232.577,0.0,0.0,,,,,26.029,23.9,27.4,,,0.0,4446.0,5144.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,667.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-07,2023-02-07T00:00:00Z,697.0,697.0,24.0,,,,,,,,,,,,,,,4.028,4.026,4.032,,,,232.618,0.0,0.0,,,,,25.649,24.3,27.2,,,0.0,5145.0,5845.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-08,2023-02-08T00:00:00Z,666.0,666.0,24.0,,,,,,,,,,,,,,,4.02,4.009,4.027,,,,232.075,0.0,0.0,,,,,26.026,24.7,27.2,,,0.0,5846.0,6543.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-09,2023-02-09T00:00:00Z,686.0,686.0,24.0,,,,,,,,,,,,,,,4.002,3.986,4.014,,,,231.744,0.0,0.0,,,,,26.043,25.1,27.3,,,0.0,6544.0,7242.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0.0,0.0,0.0,686.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2023-02-10,2023-02-10T00:00:00Z,649.0,649.0,24.0,,,,,,,,,,,,,,,3.973,3.946,3.993,,,,231.895,0.0,0.0,,,,,26.56,25.2,28.5,,,0.0,7243.0,7938.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
