day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2022-03-05,2022-03-05T00:00:00Z,578.0,578.0,21.0,,,0.0,0.0,,,,,,,,,,,4.084,2.433,4.182,,,,238.486,0.0,0.0,,,,,29.701,27.4,39.3,,,0.0,1.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,"solar2_v,lipo2_v"
2022-03-06,2022-03-06T00:00:00Z,687.0,687.0,24.0,,,1.103,5.113,,,,,,,,,,,4.073,4.049,4.11,,,,229.853,0.0,0.0,,,,,34.271,28.2,50.2,,,0.0,592.0,1280.0,0.0,227.0,0.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,687.0,0.0,0.0,0.0,0.0,129.0,"solar2_v,lipo2_v"
2022-03-07,2022-03-07T00:00:00Z,688.0,688.0,24.0,,,1.175,5.113,,,,,,,,,,,4.036,4.019,4.054,,,,228.56,0.0,0.0,,,,,33.63,19.2,50.3,,,0.0,1281.0,1969.0,0.0,281.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,0.0,88.0,"solar2_v,lipo2_v"
2022-03-08,2022-03-08T00:00:00Z,637.0,637.0,24.0,,,1.335,5.021,,,,,,,,,,,4.018,4.009,4.029,,,,227.349,0.0,0.0,,,,,34.43,19.2,54.2,,,0.0,1970.0,2652.0,0.0,295.0,0.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,146.0,"solar2_v,lipo2_v"
2022-03-09,2022-03-09T00:00:00Z,685.0,685.0,24.0,,,1.019,5.01,,,,,,,,,,,4.008,3.999,4.019,,,,229.232,0.0,0.0,,,,,31.717,20.5,47.3,,,0.0,2653.0,3340.0,0.0,273.0,0.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,685.0,0.0,0.0,0.0,0.0,50.0,"solar2_v,lipo2_v"
2022-03-10,2022-03-10T00:00:00Z,684.0,684.0,24.0,,,0.921,4.951,,,,,,,,,,,3.994,3.981,4.006,,,,230.613,0.0,0.0,,,,,29.472,19.4,46.7,,,0.0,3341.0,4028.0,0.0,289.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,7.0,"solar2_v,lipo2_v"
2022-03-11,2022-03-11T00:00:00Z,644.0,644.0,24.0,,,1.169,4.79,,,,,,,,,,,3.97,3.946,3.986,,,,228.482,0.0,0.0,,,,,33.454,18.4,53.0,,,0.0,4029.0,4713.0,0.0,266.0,0.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,644.0,0.0,0.0,0.0,0.0,141.0,"solar2_v,lipo2_v"
2022-03-12,2022-03-12T00:00:00Z,683.0,683.0,24.0,,,0.715,5.043,,,,,,,,,,,3.926,3.902,3.95,,,,231.21,0.0,0.0,,,,,29.835,20.6,46.3,,,0.0,4714.0,5401.0,0.0,262.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,11.0,"solar2_v,lipo2_v"
2022-03-13,2022-03-13T00:00:00Z,683.0,683.0,24.0,,,0.966,5.331,,,,,,,,,,,3.889,3.871,3.912,,,,227.858,0.0,0.0,,,,,32.859,19.1,54.9,,,0.0,5402.0,6089.0,0.0,279.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,76.0,"solar2_v,lipo2_v"
2022-03-14,2022-03-14T00:00:00Z,649.0,649.0,24.0,,,1.026,5.2,,,,,,,,,,,3.87,3.861,3.88,,,,228.328,0.0,0.0,,,,,33.15,19.9,50.7,,,0.0,6090.0,6773.0,0.0,235.0,0.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,649.0,0.0,0.0,0.0,0.0,57.0,"solar2_v,lipo2_v"
