day,ts_utc_day,n_samples,n_out_of_range,n_hours,solar_v_avg,solar_v_max,solar2_v_avg,solar2_v_max,solar3_v_avg,solar3_v_max,battery_v_avg,battery_v_min,battery_v_max,battery2_v_min,battery2_v_max,lipo_v_avg,lipo_v_min,lipo_v_max,lipo2_v_avg,lipo2_v_min,lipo2_v_max,current_a_avg,current_a_chA_avg,current_a_chB_avg,current2_a_avg,power_w_avg,power_w_max,load_v_avg,load1_v_avg,load2_v_avg,wind_v_avg,temp_c_avg,temp_c_min,temp_c_max,voltage_adc_avg,digital_adc_avg,energy_wh,boot_count_min,boot_count_max,solar_v_n_oor,solar2_v_n_oor,solar3_v_n_oor,battery_v_n_oor,battery2_v_n_oor,lipo_v_n_oor,lipo2_v_n_oor,current_a_n_oor,current_a_chA_n_oor,current_a_chB_n_oor,current2_a_n_oor,power_w_n_oor,load_v_n_oor,load1_v_n_oor,load2_v_n_oor,temp_c_n_oor,scaled_channels
2022-01-01,2022-01-01T00:00:00Z,7.0,4.0,1.0,0.786,2.23,0.0,0.0,,,14.976,14.09,15.91,,,2.827,2.72,2.91,,,,-3.3,,,,-2.26,0.0,14.339,,,0.0,48.486,30.4,62.2,,,-0.009,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,
2022-01-02,2022-01-02T00:00:00Z,6.0,3.0,1.0,0.373,0.97,0.0,0.0,,,14.87,14.1,15.67,,,2.842,2.75,2.91,,,,-3.388,,,,-1.123,0.0,14.232,,,0.0,47.133,31.0,62.7,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-03,2022-01-03T00:00:00Z,6.0,3.0,1.0,0.39,1.01,0.0,0.0,,,14.892,14.12,15.72,,,2.837,2.73,2.91,,,,-3.387,,,,-1.18,0.0,14.267,,,0.0,47.35,31.3,62.9,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-04,2022-01-04T00:00:00Z,5.0,3.0,1.0,0.386,1.0,0.0,0.0,,,14.932,14.2,15.72,,,2.844,2.76,2.91,,,,-3.386,,,,-1.197,0.0,14.304,,,0.0,49.14,30.0,62.4,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-05,2022-01-05T00:00:00Z,5.0,2.0,1.0,0.362,0.93,0.0,0.0,,,14.866,14.17,15.57,,,2.846,2.77,2.91,,,,-3.412,,,,-1.106,0.0,14.226,,,0.0,42.84,29.5,60.8,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2022-01-06,2022-01-06T00:00:00Z,5.0,3.0,1.0,0.476,1.17,0.0,0.0,,,15.06,14.23,15.96,,,2.828,2.72,2.91,,,,-3.306,,,,-1.378,0.0,14.422,,,0.0,48.5,29.6,61.7,,,-0.004,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-07,2022-01-07T00:00:00Z,5.0,3.0,1.0,0.384,0.99,0.0,0.0,,,14.96,14.21,15.73,,,2.844,2.76,2.91,,,,-3.38,,,,-1.15,0.0,14.336,,,0.0,49.34,30.3,62.5,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-08,2022-01-08T00:00:00Z,6.0,3.0,1.0,0.43,1.11,0.0,0.0,,,14.96,14.17,15.83,,,2.835,2.72,2.91,,,,-3.352,,,,-1.27,0.0,14.322,,,0.0,45.633,29.5,61.5,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-09,2022-01-09T00:00:00Z,6.0,3.0,1.0,0.408,1.04,0.0,0.0,,,14.837,14.09,15.6,,,2.843,2.76,2.91,,,,-3.395,,,,-1.247,0.0,14.2,,,0.0,45.683,29.5,61.6,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-10,2022-01-10T00:00:00Z,6.0,3.0,1.0,0.398,1.02,0.0,0.0,,,14.907,14.14,15.72,,,2.838,2.74,2.91,,,,-3.375,,,,-1.193,0.0,14.275,,,0.0,46.1,29.8,61.7,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-17,2022-01-17T00:00:00Z,6.0,3.0,1.0,0.412,1.05,0.0,0.0,,,14.873,14.12,15.69,,,2.843,2.75,2.91,,,,-3.383,,,,-1.24,0.0,14.23,,,0.0,45.683,29.5,61.6,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-18,2022-01-18T00:00:00Z,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,14.09,14.09,14.09,,,2.91,2.91,2.91,,,,-3.91,,,,0.0,0.0,13.51,,,0.0,29.0,29.0,29.0,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-01-19,2022-01-19T00:00:00Z,6.0,3.0,1.0,0.407,1.03,0.0,0.0,,,14.852,14.13,15.63,,,2.845,2.76,2.91,,,,-3.403,,,,-1.242,0.0,14.215,,,0.0,45.567,29.4,61.6,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-20,2022-01-20T00:00:00Z,5.0,2.0,2.0,0.432,0.93,0.0,0.0,,,14.896,14.15,15.5,,,2.842,2.78,2.91,,,,-3.376,,,,-1.333,0.0,14.266,,,0.0,45.458,29.1,60.8,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2022-01-23,2022-01-23T00:00:00Z,5.0,2.0,1.0,0.326,0.86,0.0,0.0,,,14.796,14.14,15.48,,,2.854,2.78,2.91,,,,-3.45,,,,-1.014,0.0,14.16,,,0.0,42.76,29.4,61.1,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2022-01-25,2022-01-25T00:00:00Z,5.0,2.0,1.0,0.35,0.93,0.0,0.0,,,14.864,14.17,15.6,,,2.846,2.77,2.91,,,,-3.424,,,,-1.072,0.0,14.222,,,0.0,43.22,29.7,61.3,,,-0.003,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
2022-01-26,2022-01-26T00:00:00Z,6.0,3.0,1.0,0.46,1.19,0.0,0.0,,,14.988,14.15,15.93,,,2.832,2.72,2.91,,,,-3.31,,,,-1.33,0.0,14.353,,,0.0,45.717,29.5,61.4,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-27,2022-01-27T00:00:00Z,6.0,3.0,1.0,0.402,1.01,0.0,0.0,,,14.835,14.1,15.6,,,2.843,2.76,2.91,,,,-3.397,,,,-1.228,0.0,14.2,,,0.0,45.483,29.3,61.3,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
2022-01-28,2022-01-28T00:00:00Z,6.0,3.0,1.0,0.395,1.05,0.0,0.0,,,14.903,14.13,15.75,,,2.835,2.72,2.91,,,,-3.377,,,,-1.182,0.0,14.268,,,0.0,46.267,30.1,62.0,,,-0.004,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,
